,MasterObjRes,MasterObjRel,Epsilon,MasterTime,LLTime
0,1.9740125698497955,-inf,0.0,1.773144006729126,0.0
1,1.9990983289528101,-8.172503900676436,-9.697030945701396,2.0474610328674316,0.07481718063354492
2,1.52452707643475,0.9980249718402224,-0.7933718963471755,1.737475872039795,0.04130721092224121
3,1.524527057065729,1.1848774574712897,-0.6023854654300073,1.5904629230499268,0.03256702423095703
4,1.5245270911378206,1.27066137215752,-0.36886362027527225,1.636240005493164,0.16601300239562988
5,1.5245270588246838,1.3057678519943132,-0.18580313250071467,1.7140889167785645,0.56911301612854
6,1.4893816343806097,1.3237373824394563,-0.08507432154066025,2.3791401386260986,0.273421049118042
7,1.4088117404526443,1.3252305973340068,-0.04954981786257007,1.9084370136260986,0.5037052631378174
8,1.374780445108244,1.3289257199597118,-0.08243401796571687,1.9836108684539795,0.14316105842590332
9,1.374780450167314,1.3306347371766543,-0.06159836639607069,2.005011796951294,0.5774478912353516
10,1.3747804329263091,1.338536900453761,-0.03602502219994552,1.8885231018066406,0.6433470249176025
11,1.373364825799304,1.339138470150939,-0.04091530487382944,2.2866830825805664,0.598120927810669
12,1.3733628962625053,1.3397755846369832,-0.04100939217550953,2.666329860687256,0.2307758331298828
13,1.3733627328307143,1.3401570697615806,-0.018129844305562304,2.4719440937042236,0.9513278007507324
14,1.3582869305534253,1.3411896223218136,-0.018051813229693903,1.9479379653930664,0.8450477123260498
15,1.3582869301976785,1.3454937298352236,-0.013973264203846647,2.0240330696105957,1.3712141513824463
16,1.3581280876488444,1.3465807294737857,-0.010867542254501927,2.06416916847229,1.053729772567749
17,1.3571425467173377,1.3469151972123439,-0.008967924768358171,2.158867835998535,1.0928740501403809
18,1.3558680682138229,1.3482626985786064,-0.005530926002295711,2.264869213104248,1.5336599349975586
19,1.3537936775283343,1.349270701666826,-0.0031088459635636445,1.9452540874481201,1.6048309803009033
20,1.3523796038909022,1.349533204792917,-0.0024358383939978023,1.894543170928955,1.3913979530334473
21,1.3519690477519744,1.3503714152975022,-0.0011680720280288215,1.9973359107971191,1.2082738876342773
22,1.3515395044305771,1.3505183864459895,-0.0011537129420082781,2.1945443153381348,1.549462080001831
23,1.3515394936587897,1.3507501676712717,-0.0011365910350145114,2.24182391166687,1.6725738048553467
24,1.3515394935458236,1.3508818015118467,-0.0007371843707238979,2.3328142166137695,1.485888957977295
25,1.351603645772895,1.35084981285998,-0.00029619633307959026,2.344421148300171,1.8411219120025635
26,1.351146028133563,1.3509068524566525,-0.0002845591555303839,2.6321747303009033,1.4690430164337158
27,1.3511755630701867,1.350907548648765,-0.00025776786196923807,2.43221116065979,1.6391077041625977
28,1.351164106324428,1.3509681837438294,-7.836360226254335e-05,2.427359104156494,1.8428640365600586
29,1.3510465645203786,1.3509706268458246,-2.644855339345442e-05,2.436601161956787,1.6527838706970215
30,1.3509970829264535,1.3509769098721978,-4.429797581728678e-05,2.4456512928009033,2.0191490650177
31,1.3509970802177553,1.3509831524379912,-1.0869759681064739e-05,2.6332390308380127,2.147489070892334
32,1.3509940340435427,1.3509829188003861,-7.766185516400181e-06,2.659942865371704,1.7150583267211914
33,1.3509907029477748,1.3509807236051778,-5.7208524998908494e-06,2.3250439167022705,1.9220070838928223
34,1.3509864623595131,1.350979397709025,-2.445170482034964e-06,2.576911687850952,1.7942609786987305
35,1.3509818518926675,1.3509787849301607,-2.91679712233206e-06,2.562225103378296,2.1998887062072754
36,1.3509817057686817,1.3509791784230667,-3.6212436036464624e-06,2.700705051422119,2.0971791744232178
37,1.3509817649789526,1.350979259038998,-1.0303228756836091e-06,2.564953088760376,2.1314873695373535
38,1.350980297714004,1.3509786461365367,-5.562714406881497e-07,2.5780751705169678,1.8544209003448486
