,MasterObjRes,MasterObjRel,Epsilon,MasterTime,LLTime
0,903.4446726101124,-inf,0.0,1.414902687072754,0.0
1,[908.12130708],383.1068077644787,-4.83738063138054,3.5563225746154785,0.010665655136108398
2,[836.17840551],554.4060883948904,-2.0232592783645895,3.5603089332580566,0.10279273986816406
3,[782.37456011],593.9559973348967,-1.4713991832766258,3.5485386848449707,0.10883665084838867
4,[769.60673698],610.7137808940693,-1.2093792909753525,4.019979953765869,0.07907748222351074
5,[761.46991906],624.0708693021654,-0.49767890641844126,3.419083833694458,0.3166177272796631
6,[691.61205465],632.6692501702753,-0.6248513395505704,3.419808864593506,0.11576724052429199
7,[691.66202916],636.8586497764728,-0.2688780539031139,3.340017795562744,0.14296936988830566
8,[673.9806549],637.3834495839291,-0.22760799236426088,3.3836185932159424,0.3057849407196045
9,[668.77074755],637.7942576073032,-0.17415051580497298,3.2704367637634277,1.835968255996704
10,[661.92551556],639.2697356882296,-0.14204906456443211,3.34031343460083,0.32064151763916016
11,[659.04822725],639.7626757309314,-0.10419846789905307,3.2794125080108643,0.32218146324157715
12,[654.16315561],644.4596718727119,-0.07352607224811614,3.3296408653259277,2.260185956954956
13,[654.12639369],644.9475524325309,-0.056390177113858186,3.4140405654907227,0.5315713882446289
14,[652.73031065],645.0470205448172,-0.0456459958602391,3.4231581687927246,0.4966862201690674
15,[651.32097035],645.2402487106075,-0.035782471292721496,3.46281361579895,0.5081286430358887
16,[650.14408233],645.4643125783523,-0.027131895146945695,3.4168457984924316,0.38785576820373535
17,[649.16028355],645.5778738841086,-0.02591366717914312,3.364978790283203,0.48820924758911133
18,[649.10835207],645.9250967455256,-0.023575196289364442,3.427881956100464,0.5186455249786377
19,[649.06306488],646.3521502382346,-0.014070784870670039,3.3325657844543457,2.6786320209503174
20,[648.26962063],646.431358545595,-0.009454010051495487,3.5755646228790283,0.47690320014953613
21,[647.718436],646.4964330719356,-0.00919299447191868,3.675786018371582,3.297266721725464
22,[647.71915833],646.6201869897037,-0.0065722878177929545,3.761042833328247,0.8097093105316162
23,[647.51330901],646.9313038602655,-0.005513381380721327,3.42315411567688,0.45186948776245117
24,[647.52762313],647.0224575106993,-0.005705676926863745,3.4503977298736572,0.5851185321807861
25,[647.5304036],647.0422483811261,-0.004122649230572151,3.4583189487457275,0.5946705341339111
26,[647.53506554],647.0529447992864,-0.002776427817712701,3.6407668590545654,0.5258638858795166
27,[647.43204859],647.0781461308028,-0.0011898971105512857,3.6701200008392334,0.46172046661376953
28,[647.23974596],647.0555182358077,-0.0013465643614924971,3.618614673614502,0.6755030155181885
29,[647.23810181],647.0587560834006,-0.001066486871428296,3.6790947914123535,0.7719848155975342
30,[647.20329456],647.0604182440096,-0.0006528029803796187,3.505648374557495,0.6125783920288086
31,[647.14889448],647.063256550428,-0.0005348372067182083,3.557459592819214,0.5178060531616211
32,[647.13571004],647.0901720156055,-0.00033001502904639324,3.4517688751220703,0.4725210666656494
33,[647.13483833],647.0947479652342,-0.00024862070283759863,3.3459041118621826,0.9110710620880127
34,[647.12836166],647.0952685248889,-0.00013384238171276763,3.4493043422698975,0.5300140380859375
35,[647.11339635],647.0940782562031,-4.540935784014266e-05,3.4133870601654053,2.169717788696289
36,[647.10022809],647.0925650227028,-2.4738424624359823e-05,3.4692845344543457,0.6156699657440186
37,[647.09589952],647.0929094721753,-2.577429050099056e-05,3.545548439025879,1.0620052814483643
38,[647.09639925],647.0922975798592,-1.7472554034725363e-05,3.432529926300049,2.8246514797210693
39,[647.09467703],647.0916770493156,-9.472952725708694e-05,3.457129716873169,0.5855851173400879
40,[647.09467742],647.0916965053943,-1.3339656867117355e-05,3.622950553894043,0.723484992980957
41,[647.09349647],647.0910958984475,-1.139497971891501e-05,3.465700626373291,0.7029597759246826
42,[647.09264898],647.0905240825292,-8.247070091726982e-06,3.505483388900757,0.6260128021240234
43,[647.0916372],647.0900351843903,-5.2045688345714325e-06,3.6526968479156494,0.7313997745513916
44,[647.09074504],647.0896948874125,-3.006852884013256e-06,3.4648637771606445,0.6567325592041016
45,[647.09010217],647.0893142501697,-1.0378457435678001e-06,3.40478253364563,0.6879582405090332
46,[647.08946303],647.0889449920803,-1.306229291841987e-06,3.4312360286712646,0.8471760749816895
47,[647.08912516],647.0886148565434,-8.022103283877868e-07,3.654376745223999,0.6921746730804443
