,MasterObjRes,MasterObjRel,Epsilon,MasterTime,LLTime
0,903.44467279552,-inf,0.0,1.0868241786956787,0.0
1,[903.7406534],352.0759462453473,-5.964065784961795,2.2290749549865723,0.009449005126953125
2,[832.1660004],536.2138215407473,-2.705501876938044,2.295314073562622,0.10428285598754883
3,[792.28833533],584.2546473859882,-1.9074229772217883,2.1983940601348877,0.061791181564331055
4,[782.81846036],604.6859291550289,-1.4665491261862122,2.2584850788116455,0.05302000045776367
5,[769.63055432],619.6817069220879,-0.6547481849450314,2.181473970413208,0.10740089416503906
6,[702.12285476],622.7484763407783,-0.48632290956896185,2.2722339630126953,0.20290303230285645
7,[685.91315129],631.7560322320455,-0.6586135445639076,2.2472026348114014,0.07323884963989258
8,[685.91437067],635.7306397564307,-0.3507171424204678,2.2895491123199463,0.1985940933227539
9,[681.77601563],637.0105462334558,-0.22042599974224508,2.329577922821045,0.28975486755371094
10,[667.06124571],638.5432260916672,-0.1591413650834852,2.3135619163513184,0.3120448589324951
11,[660.35935801],638.9968889970675,-0.10400241311731584,2.2096869945526123,0.4682040214538574
12,[653.23055539],643.3853887407568,-0.08522012877362783,2.282285213470459,0.39028477668762207
13,[653.23058495],644.1991842674773,-0.08203791634754687,2.3751420974731445,0.3994572162628174
14,[653.23124022],644.5205273324826,-0.06890200546106584,2.3812201023101807,0.4292740821838379
15,[653.00735779],644.6467797148355,-0.03235403057917985,2.30558705329895,1.336927890777588
16,[649.04231544],644.9180977092839,-0.03246996553365733,2.4710469245910645,0.3672342300415039
17,[649.04259388],644.9998098998252,-0.03132546041820916,2.312474012374878,1.552030324935913
18,[649.03801452],645.5391376758647,-0.03850707783597329,2.380189895629883,0.47420597076416016
19,[649.03795409],645.7246206128123,-0.018995720200470245,2.4146621227264404,2.1419179439544678
20,[648.3039763],646.1341735781132,-0.01994068152902706,2.300976037979126,1.2406959533691406
21,[648.3039805],646.291030990928,-0.017607155364425253,2.414818048477173,1.8410968780517578
22,[648.30398724],646.4415618634156,-0.013823377984138574,2.378109931945801,1.3767218589782715
23,[648.28586892],646.5000378975293,-0.008709274246808008,2.388806104660034,1.2378919124603271
24,[647.68471249],646.5221690187159,-0.00790435736472439,2.3524301052093506,1.1770758628845215
25,[647.59709145],646.9607114866905,-0.0074412795132676735,2.380668878555298,1.542736291885376
26,[647.59859397],647.0401982531672,-0.003683265861937457,2.336639881134033,1.3355498313903809
27,[647.53996929],647.0315817015203,-0.0030015622290271438,2.3999810218811035,1.733039140701294
28,[647.43968786],647.0244684553331,-0.001906400398377528,2.4452030658721924,1.1687970161437988
29,[647.28364132],647.0457823313166,-0.0019710226986031643,2.3516390323638916,1.362649917602539
30,[647.28373628],647.0632609341412,-0.0010451584642900968,2.453395366668701,1.6823859214782715
31,[647.20499074],647.0663440285617,-0.0008389839297002766,2.491652011871338,1.9908368587493896
32,[647.18011865],647.0675481023551,-0.00040958076986008507,2.479357957839966,1.6095139980316162
33,[647.12310025],647.0701735267675,-0.00040207870981845417,2.43458890914917,1.381075143814087
34,[647.12344037],647.07390458787,-0.00027317486709854677,2.423117160797119,1.2169947624206543
35,[647.11068432],647.0754116248205,-0.00022957483053076544,2.501237154006958,1.562870740890503
36,[647.10653774],647.0754299648745,-0.0002283820052326746,2.504849910736084,2.1711678504943848
37,[647.10639247],647.0762761531195,-0.00012755873370196014,2.4850881099700928,2.3874082565307617
38,[647.09357759],647.0770077013641,-0.00010465483937949216,2.415008068084717,0.7246339321136475
39,[647.09120729],647.0821169946395,-9.675819092969107e-05,2.4789156913757324,2.548348903656006
40,[647.09121924],647.0836317056978,-3.9344229604054703e-05,2.4616668224334717,2.0027568340301514
41,[647.08895621],647.0828263573633,-2.6731635532684095e-05,2.464024782180786,2.5641517639160156
42,[647.08644947],647.0825563854012,-2.883675963261112e-05,2.4982850551605225,1.8629298210144043
43,[647.08645988],647.0826041551036,-2.830569627754187e-05,2.4713361263275146,2.760317802429199
44,[647.0864034],647.0830600077658,-2.697293328601802e-05,2.429473876953125,2.6366541385650635
45,[647.08645425],647.0835364227355,-2.5080391269582947e-05,2.442108392715454,2.8141250610351562
46,[647.0864697],647.0837567227338,-7.869379953007183e-06,2.5684330463409424,3.4915778636932373
47,[647.08481187],647.0840955620101,-8.056546137780174e-06,2.5523881912231445,2.992877721786499
48,[647.0848207],647.0841657232343,-4.971689454791317e-06,2.5064051151275635,2.763657808303833
49,[647.08483575],647.0841330833028,-4.693156780533059e-06,2.5359323024749756,3.62253999710083
50,[647.08477015],647.0841547876802,-3.549055978879778e-06,2.5750529766082764,2.379648208618164
51,[647.08463533],647.0841553671463,-3.2533885860885903e-06,2.549614906311035,2.433274984359741
52,[647.08457914],647.084166803132,-1.9562620501289985e-06,2.6235499382019043,2.715714931488037
53,[647.08443404],647.0841772516987,-1.951351164208859e-06,2.53733491897583,2.8884658813476562
54,[647.08444187],647.0842157863991,-3.376280108824403e-07,2.6355140209198,1.629868745803833
