param n := 15;
param p_max := 4000;
param r_dim := 0;

param Q_ref : 1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
   1 -0.089262 -0.224011 -0.998928 1.035046 -0.407474 0.461749 0.234283 -0.791190 1.115547 0.777138 -0.636327 -0.739829 0.673962 -0.651173 0.687785 
   2 -0.224011 0.628818 0.079747 -0.548163 -0.052870 0.927365 0.555511 0.402339 -1.274485 -0.040722 -0.186133 -1.496334 -0.914945 -0.178344 0.903260 
   3 -0.998928 0.079747 1.731523 0.093746 -0.001757 -0.375457 0.777101 0.882560 0.743404 1.291577 0.094910 -0.324692 -1.405973 0.384739 0.263970 
   4 1.035046 -0.548163 0.093746 0.922044 -0.752053 -0.528905 0.467543 -0.976454 0.221998 0.065649 0.944241 0.211544 -0.483936 1.535487 -1.437406 
   5 -0.407474 -0.052870 -0.001757 -0.752053 1.082264 0.307461 -0.373779 -0.203616 0.669629 0.053026 0.984592 0.339112 -0.917742 0.910375 -0.525714 
   6 0.461749 0.927365 -0.375457 -0.528905 0.307461 0.177122 -0.840396 -0.864136 -0.756392 0.470516 -1.291312 -1.833054 -0.488365 -1.179483 0.000877 
   7 0.234283 0.555511 0.777101 0.467543 -0.373779 -0.840396 0.527150 1.331272 1.217393 0.014698 -1.461906 -1.182313 -1.819807 -0.620428 1.762026 
   8 -0.791190 0.402339 0.882560 -0.976454 -0.203616 -0.864136 1.331272 1.557318 -0.073702 -0.709488 -0.978751 0.320980 -1.413123 0.720502 -1.358214 
   9 1.115547 -1.274485 0.743404 0.221998 0.669629 -0.756392 1.217393 -0.073702 -1.387328 -0.562298 0.228238 -0.844783 0.278330 -0.583927 0.111776 
   10 0.777138 -0.040722 1.291577 0.065649 0.053026 0.470516 0.014698 -0.709488 -0.562298 0.715301 0.451069 -1.334095 0.195522 0.137633 0.485800 
   11 -0.636327 -0.186133 0.094910 0.944241 0.984592 -1.291312 -1.461906 -0.978751 0.228238 0.451069 0.367672 1.154119 0.444551 0.897802 -0.013156 
   12 -0.739829 -1.496334 -0.324692 0.211544 0.339112 -1.833054 -1.182313 0.320980 -0.844783 -1.334095 1.154119 1.170109 -0.438430 -1.862974 1.433310 
   13 0.673962 -0.914945 -1.405973 -0.483936 -0.917742 -0.488365 -1.819807 -1.413123 0.278330 0.195522 0.444551 -0.438430 1.107433 0.945500 0.124302 
   14 -0.651173 -0.178344 0.384739 1.535487 0.910375 -1.179483 -0.620428 0.720502 -0.583927 0.137633 0.897802 -1.862974 0.945500 0.175651 0.165453 
   15 0.687785 0.903260 0.263970 -1.437406 -0.525714 0.000877 1.762026 -1.358214 0.111776 0.485800 -0.013156 1.433310 0.124302 0.165453 1.527882 ;

param q_ref := 1 0.496216 2 0.958329 3 1.580309 4 0.326874 5 -0.273455 6 -1.174533 7 -0.712675 8 -1.217672 9 0.747535 10 -1.060538 11 0.946690 12 -1.280659 13 -0.761858 14 -0.133211 15 1.240545 ;

param c_ref := 10.286604 ;


param w: 1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
   1 0.437852 0.432271 0.120958 0.762258 0.963462 0.693632 0.421289 0.880969 0.116952 0.958794 0.324322 0.205281 0.349818 0.103816 0.817620 
   2 0.956633 0.445189 0.111894 0.831912 0.367175 0.286624 0.457621 0.694125 0.016324 0.971364 0.251336 0.952225 0.915772 0.437633 0.699876 
   3 0.909525 0.095740 0.871958 0.576365 0.905744 0.686601 0.009992 0.821724 0.123029 0.226585 0.347293 0.484240 0.007223 0.692205 0.052401 
   4 0.021610 0.430158 0.762992 0.743672 0.873140 0.778231 0.214481 0.038617 0.330298 0.581605 0.586367 0.817788 0.302953 0.901803 0.401195 
   5 0.104119 0.045962 0.415751 0.698157 0.043519 0.113561 0.956129 0.594351 0.805262 0.447999 0.391636 0.643912 0.034993 0.452601 0.764425 
   6 0.046789 0.738442 0.266597 0.783541 0.255822 0.054113 0.631005 0.531352 0.180318 0.721084 0.583499 0.949312 0.787219 0.753443 0.659172 
   7 0.049099 0.629167 0.485936 0.901821 0.675482 0.878175 0.260441 0.418640 0.271190 0.873632 0.590803 0.234978 0.749368 0.534425 0.733358 
   8 0.758619 0.321817 0.728213 0.653816 0.353142 0.724892 0.306793 0.892660 0.435432 0.046633 0.851007 0.082677 0.400983 0.972966 0.798997 
   9 0.352280 0.696787 0.840985 0.095052 0.960957 0.539947 0.517928 0.935643 0.356948 0.341754 0.545936 0.251397 0.124109 0.907069 0.710980 
   10 0.015996 0.917490 0.315368 0.925539 0.467456 0.516434 0.220784 0.259865 0.613670 0.076189 0.212070 0.840987 0.569989 0.076630 0.072493 
   11 0.593058 0.296724 0.553363 0.557967 0.507905 0.804048 0.196592 0.440630 0.320924 0.396051 0.938632 0.373301 0.247256 0.335651 0.353967 
   12 0.488711 0.886510 0.268100 0.075583 0.385642 0.508284 0.107434 0.326991 0.261673 0.744542 0.215194 0.902196 0.087089 0.336707 0.098127 
   13 0.765936 0.268439 0.043215 0.398875 0.180707 0.528853 0.831368 0.940585 0.592409 0.394703 0.679730 0.819243 0.613914 0.178129 0.925453 
   14 0.416257 0.284191 0.947727 0.965895 0.612387 0.920631 0.686774 0.258120 0.566390 0.173384 0.015178 0.053392 0.297907 0.039409 0.147363 
   15 0.932604 0.801954 0.633571 0.053587 0.934970 0.309548 0.694260 0.566605 0.601720 0.063632 0.685491 0.865999 0.460617 0.671510 0.961322 
   16 0.063512 0.170037 0.466166 0.151278 0.051861 0.241807 0.925606 0.186088 0.548477 0.638268 0.810867 0.977890 0.319373 0.194501 0.794999 
   17 0.898762 0.245694 0.787183 0.597534 0.045757 0.087766 0.488516 0.816475 0.994357 0.579248 0.920080 0.086215 0.490884 0.324516 0.915262 
   18 0.213083 0.834759 0.307738 0.311217 0.558592 0.457979 0.952122 0.968417 0.642394 0.435136 0.026885 0.408418 0.525349 0.607373 0.343964 
   19 0.608974 0.462283 0.372604 0.495953 0.942554 0.657945 0.033215 0.034385 0.189526 0.392275 0.394778 0.469839 0.677559 0.563765 0.347278 
   20 0.818222 0.667933 0.464689 0.192876 0.064153 0.951003 0.350203 0.675479 0.690505 0.239800 0.868518 0.783231 0.728976 0.211391 0.632047 
   21 0.000561 0.191966 0.118624 0.205302 0.934737 0.828518 0.414291 0.078322 0.186174 0.927424 0.816632 0.796111 0.307827 0.746880 0.490398 
