param n := 15;
param p_max := 4000;
param r_dim := 0;

param Q_ref : 1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
   1 0.244483 0.539022 0.857319 -0.995982 0.619202 1.049080 -1.079854 -0.651737 -0.738955 -1.457640 -1.131723 -1.430811 -0.418222 0.367373 -0.067267 
   2 0.539022 1.976473 -1.307201 1.392469 1.495911 -0.419313 1.020919 -0.285819 0.818886 -0.355350 -0.118425 -0.327009 -0.487634 -0.366477 0.992189 
   3 0.857319 -1.307201 1.357490 1.488409 -0.162386 -0.881771 0.214194 1.423306 0.548316 0.067172 1.231290 0.380978 -0.543405 0.100434 0.270238 
   4 -0.995982 1.392469 1.488409 0.026214 0.921302 0.732759 -0.489600 0.418191 -0.211869 0.191032 1.253000 -1.314373 0.927617 0.446426 0.458433 
   5 0.619202 1.495911 -0.162386 0.921302 1.645426 -1.635949 -1.239011 0.484344 -0.094443 0.218110 -1.189538 1.105013 -0.081019 -0.133891 -0.822760 
   6 1.049080 -0.419313 -0.881771 0.732759 -1.635949 1.266716 -0.404889 -0.328446 0.650001 -0.229693 0.225864 1.084843 -0.604953 -0.469455 1.210245 
   7 -1.079854 1.020919 0.214194 -0.489600 -1.239011 -0.404889 -1.348812 -1.200646 0.072714 -0.234326 -0.202228 0.815663 0.072511 -1.355034 -0.906329 
   8 -0.651737 -0.285819 1.423306 0.418191 0.484344 -0.328446 -1.200646 -1.589240 0.355248 -1.234258 0.547784 1.024838 -0.522887 1.528429 -1.713062 
   9 -0.738955 0.818886 0.548316 -0.211869 -0.094443 0.650001 0.072714 0.355248 -0.933925 -1.915569 0.159901 0.685706 -0.116744 1.002860 1.538133 
   10 -1.457640 -0.355350 0.067172 0.191032 0.218110 -0.229693 -0.234326 -1.234258 -1.915569 -1.354654 -0.924546 -0.638742 -1.780719 -0.411840 -0.974544 
   11 -1.131723 -0.118425 1.231290 1.253000 -1.189538 0.225864 -0.202228 0.547784 0.159901 -0.924546 -1.531567 1.660455 0.536389 -0.626477 1.516395 
   12 -1.430811 -0.327009 0.380978 -1.314373 1.105013 1.084843 0.815663 1.024838 0.685706 -0.638742 1.660455 0.884642 -1.552468 0.817010 -1.449540 
