param n := 13;
param p_max := 4000;
param r_dim := 0;

param Q_ref : 1  2  3  4  5  6  7  8  9  10  11  12  13 :=
   1 0.869078 0.794168 0.576018 0.977968 -0.501691 1.031744 -0.990323 -0.337709 0.205130 -1.266742 -0.861847 -0.265845 -0.068808 
   2 0.794168 -0.560633 -1.459520 0.471034 0.119221 1.467146 -0.908231 -1.030317 0.412581 0.375543 -0.835969 -1.046310 -0.614222 
   3 0.576018 -1.459520 -0.210131 1.542252 0.342581 -0.249191 -1.253665 1.446857 -1.471978 -0.384956 -0.029378 -0.890024 0.426273 
   4 0.977968 0.471034 1.542252 1.641307 -1.446580 -0.404713 0.673337 -0.701522 0.332821 -0.715586 -1.173354 0.712349 0.763392 
   5 -0.501691 0.119221 0.342581 -1.446580 -0.115728 -0.441353 0.473703 0.349803 0.289860 0.779909 -0.941296 0.795752 -1.389144 
   6 1.031744 1.467146 -0.249191 -0.404713 -0.441353 0.050528 -0.153527 0.094876 1.209276 -0.106048 1.596237 -0.929196 -0.475290 
   7 -0.990323 -0.908231 -1.253665 0.673337 0.473703 -0.153527 -1.302247 -0.251114 0.131653 -0.045846 0.395724 -0.232549 0.599069 
   8 -0.337709 -1.030317 1.446857 -0.701522 0.349803 0.094876 -0.251114 0.832939 -0.704919 -0.571729 -0.704437 -0.670620 1.216409 
   9 0.205130 0.412581 -1.471978 0.332821 0.289860 1.209276 0.131653 -0.704919 -1.765688 1.167007 -0.793918 -0.421084 -0.336701 
   10 -1.266742 0.375543 -0.384956 -0.715586 0.779909 -0.106048 -0.045846 -0.571729 1.167007 -0.612135 -0.403048 -0.325653 0.368640 
   11 -0.861847 -0.835969 -0.029378 -1.173354 -0.941296 1.596237 0.395724 -0.704437 -0.793918 -0.403048 -0.360084 -0.461345 -1.097860 
   12 -0.265845 -1.046310 -0.890024 0.712349 0.795752 -0.929196 -0.232549 -0.670620 -0.421084 -0.325653 -0.461345 -0.296425 -0.302575 
   13 -0.068808 -0.614222 0.426273 0.763392 -1.389144 -0.475290 0.599069 1.216409 -0.336701 0.368640 -1.097860 -0.302575 1.688256 ;

param q_ref := 1 0.743908 2 1.740356 3 1.629472 4 0.669030 5 0.032616 6 -0.791211 7 -1.256360 8 -1.801630 9 1.393272 10 -0.317512 11 -1.943262 12 -1.343850 13 0.389466 ;

param c_ref := 10.048747 ;


param w: 1  2  3  4  5  6  7  8  9  10  11  12  13 :=
   1 0.450128 0.396862 0.148352 0.465291 0.883749 0.266949 0.229015 0.781267 0.212606 0.837155 0.799370 0.093236 0.078183 
   2 0.871402 0.188546 0.332041 0.364734 0.059317 0.396277 0.089295 0.082082 0.368942 0.732166 0.239419 0.937416 0.497792 
   3 0.511525 0.910062 0.238517 0.346868 0.370536 0.558125 0.182373 0.175846 0.420325 0.072865 0.850825 0.553293 0.531221 
   4 0.938258 0.982682 0.451886 0.257703 0.477407 0.538433 0.856226 0.550036 0.223024 0.769947 0.527730 0.150505 0.230161 
   5 0.070611 0.697589 0.553260 0.405896 0.355172 0.886238 0.843317 0.217693 0.232440 0.414151 0.436481 0.186602 0.057259 
