,MasterObjRes,MasterObjRel,Epsilon,MasterTime,LLTime
0,1592.5959044858153,-inf,0.0,1.6131539344787598,0.0
1,[1594.53610041],347.2350695672277,-9.461514441323468,2.791365146636963,0.01639103889465332
2,[1462.70609854],679.337406642626,-6.966407154673716,2.9185221195220947,0.014906167984008789
3,[1462.48382303],852.808807441886,-4.517046235009342,2.8965718746185303,0.09417510032653809
4,[1459.4972893],979.4167084266663,-3.1690512231984727,3.048175096511841,0.13337302207946777
5,[1452.88760427],1034.7776603342877,-1.519121465992752,3.1725430488586426,0.16237497329711914
6,[1451.8557103],1045.965739067846,-1.341403407151006,4.324648141860962,1.4602282047271729
7,[1304.90381358],1058.3492571467364,-1.3069186377290318,3.0030388832092285,0.20408320426940918
8,[1304.87681347],1073.8913086696573,-0.927718671094306,3.022129774093628,0.21779799461364746
9,[1264.40776323],1087.2040355595466,-0.7673259905402041,3.0185370445251465,0.36641716957092285
10,[1247.1910277],1093.9647021604192,-0.7017475480019506,3.3213918209075928,1.55023193359375
11,[1247.79674693],1098.4335627074138,-0.41079880476815944,3.3924288749694824,1.0012059211730957
12,[1211.22064678],1108.7623991570592,-0.26693497112356823,5.027952194213867,3.830549955368042
13,[1166.47897074],1105.8160413519915,-0.2636111697108525,3.814371109008789,2.6344072818756104
14,[1166.47470141],1108.0736678868461,-0.2040676234828247,3.710594892501831,2.8887650966644287
15,[1152.82980582],1109.87275846699,-0.2926662537049882,3.3059170246124268,1.087324857711792
16,[1152.82948634],1111.001542806849,-0.1885106569570123,3.014943838119507,2.710775852203369
17,[1152.12323435],1112.1681885409791,-0.15582792509197674,3.24820613861084,2.850558042526245
18,[1146.84293706],1113.785496981999,-0.18610079150514203,3.2322239875793457,2.447213888168335
19,[1146.84321274],1115.8950094334791,-0.14139233564076292,3.3766322135925293,2.9692111015319824
20,[1146.3374835],1117.1847891242876,-0.12655259821950793,3.48459792137146,3.3711538314819336
21,[1146.33718911],1119.725341057533,-0.1118838045602999,3.5470290184020996,3.248091220855713
22,[1144.57183528],1120.8727025327046,-0.09835396904795957,3.5332529544830322,2.4317638874053955
23,[1144.57460431],1120.9326401043752,-0.054555870681662455,3.6554112434387207,4.2286012172698975
24,[1133.10694201],1121.050617151652,-0.05204572494563031,3.5258259773254395,3.869198799133301
25,[1132.66510034],1121.2440279487107,-0.05401265012316436,3.772477149963379,3.7034590244293213
26,[1132.66469588],1121.7610157897013,-0.06383239647782801,3.697368860244751,3.111495018005371
27,[1132.65890474],1121.994665462075,-0.047297374680447035,3.546274185180664,2.3665499687194824
28,[1132.40965499],1122.5910126729514,-0.04027452753611449,3.4366579055786133,6.7115020751953125
29,[1131.57406151],1123.1033725346545,-0.03705598390065745,3.5180089473724365,2.8866078853607178
30,[1131.36744734],1123.9336175109013,-0.032737111802223495,3.3042609691619873,5.815171957015991
31,[1131.17611574],1124.2795891767937,-0.029869176586437618,3.5840301513671875,3.7475409507751465
32,[1131.17602517],1124.4215956993187,-0.02736546323823852,3.5692811012268066,2.8639121055603027
33,[1131.17453886],1124.7268577536288,-0.030048885285118843,3.906494379043579,3.8789570331573486
34,[1131.11262543],1124.8376349699279,-0.020207257439919246,3.804494857788086,3.120405912399292
35,[1129.30652969],1125.1806100367771,-0.013733899049899634,3.3480191230773926,5.199176073074341
36,[1128.22739524],1125.327819529062,-0.011636821119326513,3.6983959674835205,3.6978139877319336
37,[1127.88232429],1125.560594374372,-0.010487061234005779,3.5896708965301514,9.329056978225708
38,[1127.86399495],1125.6123013270878,-0.007563428039492948,3.9981048107147217,4.9214558601379395
39,[1127.27224818],1125.6872417296079,-0.007253033442095713,3.7314369678497314,4.943162202835083
40,[1127.27288038],1125.96097657307,-0.007040159599137397,3.693279981613159,4.022426128387451
41,[1127.27316045],1125.9681268274678,-0.005102603935485561,3.6929221153259277,5.137498140335083
42,[1127.2734359],1125.9864367867256,-0.006419166894534811,3.66556715965271,4.223690032958984
43,[1127.27359174],1126.0121650642823,-0.004976512042858872,3.928607940673828,6.49735689163208
44,[1127.05938938],1126.031333274632,-0.004838896024185857,4.046900033950806,7.706727981567383
45,[1127.04032495],1126.057847839,-0.0047334496820266025,3.6798319816589355,8.770379781723022
