,MasterObjRes,MasterObjRel,Epsilon,MasterTime,LLTime
0,0.8667885752597866,-inf,0.0,0.12070202827453613,0.0
1,0.8899373483203974,-9.256811244284199,-9.901169140270992,0.16377663612365723,0.10397553443908691
2,0.6443579064837003,0.07537473541086498,-0.860357027112409,0.12480926513671875,0.03259992599487305
3,0.6443579202641531,0.3180643388019898,-0.5833725929797198,0.1269829273223877,0.03411746025085449
4,0.6443578983209284,0.4714323407862707,-0.17842242825800114,0.15135884284973145,0.14279818534851074
5,0.6394997700088978,0.48198219215048577,-0.1923024305313648,0.1542496681213379,0.024801969528198242
6,0.639628020797804,0.48857545792497803,-0.08908987078194058,0.17160820960998535,0.22420644760131836
7,0.5776653321023144,0.49607466641939,-0.04444074535180853,0.17186665534973145,0.2742626667022705
8,0.5405154161560525,0.49847746697143913,-0.059494317902821,0.18625187873840332,0.12974190711975098
9,0.5405154154630786,0.5017318351111443,-0.03543642753174603,0.1968703269958496,0.2081606388092041
10,0.5371682756239733,0.5068449213312225,-0.0468987919994317,0.18062877655029297,0.24201130867004395
11,0.5371682634525744,0.5094712871329217,-0.017317618900312304,0.16235971450805664,0.6537845134735107
12,0.5267889135442619,0.5126981130422544,-0.019116548430403058,0.21155548095703125,0.2894933223724365
13,0.5267889125887026,0.5138287712287563,-0.013908330473176078,0.19202589988708496,0.42354846000671387
14,0.5267889121571532,0.5170992348329604,-0.008371657103167784,0.27385973930358887,1.8136022090911865
15,0.525470899279451,0.5176454047196054,-0.004304012956794556,0.23422527313232422,0.8016693592071533
16,0.5219494240676634,0.5178199547631299,-0.0045065253726750965,0.24049115180969238,0.5390393733978271
17,0.5219494259111219,0.5181632402051027,-0.003194828431718033,0.2381272315979004,0.6220278739929199
18,0.5213580807672438,0.519479982496668,-0.004804936405614746,0.239485502243042,0.5226771831512451
19,0.5213580761066315,0.519525855754713,-0.0010408404535979243,0.22153759002685547,0.8321213722229004
20,0.5205666981165572,0.5195563907160006,-0.0004837209389260133,0.23730731010437012,0.7299814224243164
21,0.5200401130982683,0.5196647496261204,-0.0006226936417391138,0.25255703926086426,0.4111011028289795
22,0.5200401140390603,0.5197075349173798,-0.0003442539750248552,0.2659437656402588,0.9179997444152832
23,0.5200401139176452,0.5197409568189619,-0.0010071715624200284,0.2850077152252197,0.4584524631500244
24,0.5200401143197648,0.5198718348842721,-0.00018990765793863718,0.2923731803894043,0.6251676082611084
25,0.5200617439846901,0.5198501289557113,-6.83896083781832e-05,0.32110071182250977,0.805413007736206
26,0.5199185227721427,0.5198377920488239,-7.901550254441059e-05,0.2926962375640869,1.1287686824798584
27,0.5199168098167376,0.5198309554675355,-3.3536478347862e-05,0.2773168087005615,8.327478170394897
28,0.5198644937574902,0.5198331961896099,-4.153545562235461e-05,0.27567148208618164,0.9915740489959717
29,0.5198644955917103,0.519846100662194,-1.7827747659460158e-05,0.36604928970336914,0.8241257667541504
30,0.5198639317055547,0.5198452235505794,-1.4549561601850947e-05,0.3033266067504883,1.1336851119995117
31,0.5198597782366305,0.5198453159894283,-1.5386832704356035e-05,0.3132913112640381,0.9429912567138672
32,0.5198598246353503,0.5198479867399124,-4.1742300101454965e-06,0.3084137439727783,1.2719221115112305
33,0.519852166683746,0.5198493298188702,-5.576402318296925e-06,0.3265409469604492,1.132699966430664
34,0.5198521645656127,0.5198499357792239,-7.241720263451157e-07,0.33246827125549316,1.3899409770965576
