,MasterObjRes,MasterObjRel,Epsilon,MasterTime,LLTime
0,897.8860987563598,-inf,0.0,1.609666109085083,0.0
1,[898.27890673],351.4052420594593,-5.897350195807563,2.9279041290283203,0.013995170593261719
2,[768.33298464],485.2418861694987,-2.7778410751531055,2.7887916564941406,0.06152081489562988
3,[718.31860362],514.8698818223525,-2.3402330869111534,2.922124147415161,0.07582306861877441
4,[718.26803284],538.643519359332,-1.105519998504974,2.9470322132110596,0.5298328399658203
5,[649.34475629],546.3427857289413,-0.8970372176865755,2.8296658992767334,1.0944581031799316
6,[637.73265259],552.5874367667892,-0.9640203313102855,2.8761539459228516,0.21208810806274414
7,[637.732246],564.5697597881081,-0.38925829851470084,3.125439167022705,2.9832091331481934
8,[606.5463367],565.8002657574582,-0.3917681270649691,3.7185521125793457,0.6925990581512451
9,[606.54644027],571.4677683720245,-0.22654366194194253,2.965759038925171,0.8582649230957031
10,[596.4130829],573.9432604508884,-0.21124142007031388,2.9789938926696777,0.5855591297149658
11,[596.36491966],575.96076107088,-0.10077626725059297,2.9982619285583496,0.6424727439880371
12,[586.92189073],576.7102154449212,-0.10446217170232863,3.0404460430145264,0.6928660869598389
13,[586.92197151],577.97800826825,-0.06389386356227966,3.2008230686187744,9.041483163833618
14,[584.87156251],578.3237846569792,-0.05693596234381815,3.3222949504852295,3.298485040664673
15,[584.42488315],578.5379284583171,-0.04866646834383026,3.583495855331421,0.9317841529846191
16,[584.42503466],578.7577645589545,-0.03138944854915948,4.141088962554932,4.374616861343384
17,[582.13027764],579.3921432447457,-0.03652878010451843,3.4394540786743164,2.6265110969543457
18,[582.13025932],579.7386723893496,-0.026301251712547824,3.2640650272369385,7.864398956298828
19,[582.13027217],579.8923847466558,-0.017214633256630307,3.3664519786834717,8.322219133377075
20,[581.74948205],580.0050655014372,-0.014742177214360552,3.3572990894317627,2.785688877105713
21,[581.59845384],580.0329936298812,-0.014933058042318592,3.6547257900238037,3.8258450031280518
22,[581.59840096],580.2157487598284,-0.01419212599557973,3.970958709716797,2.874950885772705
23,[581.59836023],580.2199142463992,-0.0075550710276584,3.792464017868042,7.198200941085815
24,[581.59725713],580.2870404265885,-0.00715881274065211,4.006024122238159,3.28530216217041
25,[581.05592656],580.3237990309747,-0.007773436444132642,3.8930299282073975,2.9312808513641357
26,[581.05589536],580.3389896932598,-0.007020504033956598,4.70851731300354,2.9707350730895996
27,[581.05512659],580.3757193821158,-0.0049034192517467545,4.120179891586304,3.5501089096069336
28,[580.90028128],580.3999186874383,-0.003535775752196102,3.499537944793701,8.340799808502197
29,[580.77931783],580.4347897005491,-0.0030735353528310583,3.699625015258789,5.277172088623047
30,[580.76500148],580.4986803263469,-0.0022470356421706583,3.3686888217926025,2.5025978088378906
31,[580.73946357],580.4966349574883,-0.0017038968603184657,3.302500009536743,4.224959135055542
32,[580.67892458],580.5072262141322,-0.0017829921455891906,3.390085220336914,5.998568058013916
33,[580.67897945],580.5321758452396,-0.001458847914014072,3.475264072418213,4.100719213485718
34,[580.68309422],580.5519751203713,-0.0009499569263216046,3.528204917907715,22.437936782836914
35,[580.65360735],580.5681931017436,-0.0007375148193933256,3.3313310146331787,3.772771120071411
36,[580.64713429],580.5722183140513,-0.0005959260108223674,3.440316915512085,5.4361231327056885
37,[580.63590592],580.5711070841969,-0.000500224125476123,3.437243938446045,5.488011121749878
38,[580.62461854],580.586837461435,-0.00045663487635927424,3.726194143295288,8.631525754928589
39,[580.62460845],580.588911507845,-0.00035781431001424835,3.355350971221924,5.610472202301025
40,[580.62521082],580.5920291599208,-0.00028555106268157715,3.387518882751465,6.973003149032593
41,[580.62256228],580.5925153505174,-0.00013516210765551762,3.3597288131713867,23.383263111114502
42,[580.6069568],580.5945218575127,-0.00011960582125070118,3.3481969833374023,4.430470943450928
43,[580.60709793],580.5950187983551,-6.880815214316272e-05,3.483258008956909,7.471836805343628
44,[580.60236052],580.5958257992837,-6.790269434198137e-05,3.4561033248901367,7.148043155670166
45,[580.60236732],580.5965361533474,-5.3368908799811265e-05,3.4835708141326904,10.936591148376465
46,[580.60224341],580.5970462275419,-3.973763116782436e-05,3.3539719581604004,14.235233783721924
47,[580.60129576],580.5979962375872,-3.428175359587726e-05,3.518740177154541,14.863731145858765
48,[580.60140363],580.598449811607,-1.9842210191356457e-05,3.4211621284484863,8.186511039733887
49,[580.60057196],580.59835321609,-1.3461950290505342e-05,3.3659651279449463,21.27476978302002
50,[580.59979356],580.5984635614004,-1.2364237161222036e-05,3.467125654220581,9.316401958465576
51,[580.59977892],580.5985706928562,-7.290922244607145e-06,3.330571174621582,119.12012600898743
52,[580.59935059],580.5986494259175,-7.71338293326096e-06,3.4052469730377197,20.524174213409424
53,[580.59935214],580.5987747997024,-7.654878592333603e-06,3.424581289291382,12.647444009780884
54,[580.59935164],580.5988443224238,-5.211511615144104e-06,3.4746580123901367,9.843788862228394
55,[580.59937852],580.5988215612678,-5.845301508600187e-06,3.468538761138916,10.695246696472168
56,[580.59937128],580.5988664187031,-3.955808205446942e-06,3.4844589233398438,9.825467824935913
57,[580.59929117],580.598899895502,-3.490729334032494e-06,3.4176650047302246,9.002189874649048
58,[580.59926855],580.5989412279062,-2.6637453469646744e-06,3.4387338161468506,10.647337913513184
59,[580.59922196],580.5989650507299,-1.610470242496831e-06,3.4366960525512695,8.092535018920898
60,[580.59913858],580.5989873603202,-7.335409737407872e-07,3.5439209938049316,9.378276109695435
